gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_New,Churn_New
Male,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,52.03,230.95,Mailed Check,Yes
Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,23.48,1328.75,Credit Card (Automatic),No
Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,70.76,2606.42,Electronic Check,No
Female,No,No,No,50,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,80.57,1328.75,Credit Card (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,23.25,139.66,Mailed Check,No
Female,No,No,No,46,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,19.03,289.31,Credit Card (Automatic),No
Male,No,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,79.51,2065.86,Bank Transfer (Automatic),No
Male,No,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,86.1,4970.68,Electronic Check,No
Male,No,Yes,No,60,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,93.12,3909.31,Mailed Check,No
Female,Yes,Yes,No,32,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,75.86,1705.19,Bank Transfer (Automatic),No
Female,No,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,101.59,559.05,Electronic Check,Yes
Male,No,Yes,Yes,73,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,73.32,6509.34,Bank Transfer (Automatic),No
Male,No,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,70.03,3722.01,Credit Card (Automatic),No
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,67.31,502.68,Bank Transfer (Automatic),Yes
Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,22.98,894.9,Credit Card (Automatic),No
Female,No,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,21.41,233.31,Mailed Check,Yes
Female,No,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,90.56,142.73,Electronic Check,Yes
Male,No,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,90.04,1120.32,Electronic Check,Yes
Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,82.16,39.11,Electronic Check,Yes
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.88,1037.93,Mailed Check,No
Male,No,No,No,14,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,51.19,2672.78,Mailed Check,No
Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,48.22,12.92,Mailed Check,Yes
Female,Yes,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,77.59,1016.06,Electronic Check,Yes
Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,78.99,242.46,Mailed Check,Yes
Male,Yes,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,103.21,4051.59,Credit Card (Automatic),No
Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,108.39,3472.64,Electronic Check,Yes
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,18.98,0.0,Mailed Check,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,81.82,0.0,Electronic Check,Yes
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,85.27,270.44,Electronic Check,Yes
Male,No,No,No,35,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,50.99,0.0,Mailed Check,No
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,17.89,1434.61,Credit Card (Automatic),No
Female,No,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,72.51,6156.22,Bank Transfer (Automatic),No
Female,No,No,No,38,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,83.79,6174.67,Electronic Check,No
Male,No,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,53.84,1328.75,Credit Card (Automatic),No
Female,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,104.57,1328.75,Electronic Check,Yes
Male,No,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,27.34,80.03,Mailed Check,Yes
Female,No,No,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,87.4,5706.42,Credit Card (Automatic),No
Male,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,23.21,5150.98,Credit Card (Automatic),No
Male,No,No,No,26,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,55.97,767.32,Electronic Check,No
Female,No,Yes,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,95.66,5716.38,Bank Transfer (Automatic),No
Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,23.67,639.72,Bank Transfer (Automatic),No
Female,No,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21.0,1350.66,Bank Transfer (Automatic),No
Female,No,No,Yes,3,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,71.35,194.02,Electronic Check,No
Female,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.79,1193.78,Credit Card (Automatic),No
Female,Yes,Yes,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,76.68,1936.89,Mailed Check,No
Male,No,No,No,3,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,No,89.17,56.68,Mailed Check,No
Male,No,No,No,10,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,37.67,1328.75,Mailed Check,Yes
Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,88.89,6168.86,Credit Card (Automatic),Yes
Male,No,Yes,No,0,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,50.53,3476.21,Credit Card (Automatic),No
Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.82,224.9,Mailed Check,No
Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,63.86,642.89,Electronic Check,Yes
Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,85.6,2622.2,Electronic Check,Yes
Female,No,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.86,1328.75,Credit Card (Automatic),No
Female,No,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,21.47,1338.41,Bank Transfer (Automatic),Yes
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,71.35,433.02,Bank Transfer (Automatic),No
Female,Yes,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.87,4995.96,Bank Transfer (Automatic),Yes
Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,60.04,976.07,Mailed Check,Yes
Male,No,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,24.08,634.85,Credit Card (Automatic),No
Male,No,No,No,70,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,86.62,1328.75,Electronic Check,Yes
Male,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,34.77,314.43,Mailed Check,No
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,101.61,242.65,Electronic Check,Yes
Male,No,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,93.08,2127.97,Electronic Check,No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,18.48,2.33,Credit Card (Automatic),No
Female,No,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,85.46,6165.32,Credit Card (Automatic),No
Male,No,Yes,No,31,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,54.96,1328.75,Electronic Check,No
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,86.09,90.75,Electronic Check,Yes
Female,No,Yes,Yes,73,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,93.65,7661.36,Credit Card (Automatic),No
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,87.97,4113.66,Electronic Check,Yes
Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,80.25,4552.77,Electronic Check,No
Female,No,No,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,92.21,6300.04,Electronic Check,Yes
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,87.93,1002.77,Electronic Check,No
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,82.77,20.8,Electronic Check,Yes
Female,No,No,No,47,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,58.66,5449.59,Credit Card (Automatic),No
Male,No,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,22.77,604.87,Credit Card (Automatic),No
Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,97.1,7771.32,Credit Card (Automatic),No
Female,No,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,82.98,1387.24,Electronic Check,No
Male,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,22.45,90.87,Mailed Check,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,83.03,97.51,Mailed Check,Yes
Female,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.33,486.22,Electronic Check,No
Female,No,Yes,No,73,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21.62,1292.92,Bank Transfer (Automatic),No
Female,No,No,No,62,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,81.59,4222.71,Credit Card (Automatic),No
Male,No,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,21.86,743.22,Credit Card (Automatic),No
Female,No,No,No,27,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,45.94,1328.75,Electronic Check,No
Male,No,No,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,77.66,5888.81,Bank Transfer (Automatic),No
Male,No,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,106.42,921.81,Electronic Check,Yes
Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,56.66,6083.7,Electronic Check,Yes
Female,No,No,No,24,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,50.38,37.41,Credit Card (Automatic),No
Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,21.17,1355.73,Credit Card (Automatic),No
Male,No,No,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,88.91,7260.47,Bank Transfer (Automatic),No
Male,No,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,112.3,2115.41,Electronic Check,Yes
Male,No,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,109.78,4848.95,Electronic Check,Yes
Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,94.73,707.94,Electronic Check,No
Male,No,Yes,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,74.86,3483.2,Credit Card (Automatic),No
Female,No,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,80.84,1193.39,Credit Card (Automatic),Yes
Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,85.12,1328.75,Bank Transfer (Automatic),No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,22.18,1328.75,Mailed Check,No
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,71.35,5175.22,Credit Card (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.9,337.31,Mailed Check,No
Male,No,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,18.34,269.56,Credit Card (Automatic),No
Female,Yes,No,Yes,68,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,109.17,5358.86,Credit Card (Automatic),No
Male,No,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,21.57,111.55,Mailed Check,No
Male,No,Yes,Yes,19,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,53.43,0.0,Credit Card (Automatic),No
Male,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,95.33,5771.97,Electronic Check,Yes
Male,No,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,103.35,1328.75,Credit Card (Automatic),No
Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,103.6,4628.81,Credit Card (Automatic),No
Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.01,1328.75,Bank Transfer (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,24.67,1140.31,Bank Transfer (Automatic),No
Male,No,No,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,81.86,3521.58,Electronic Check,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,85.88,739.53,Electronic Check,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,23.94,211.43,Bank Transfer (Automatic),No
Male,No,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,45.6,2929.84,Credit Card (Automatic),No
Female,No,No,No,3,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,76.28,102.0,Mailed Check,Yes
Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,80.07,1.92,Electronic Check,Yes
Male,No,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,21.93,1328.75,Mailed Check,No
Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,116.88,4917.11,Electronic Check,Yes
Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,77.57,1328.75,Credit Card (Automatic),Yes
Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,22.38,813.87,Credit Card (Automatic),No
Female,No,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,21.04,1009.47,Credit Card (Automatic),No
Male,No,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21.33,413.35,Mailed Check,Yes
Female,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,21.26,831.26,Bank Transfer (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,21.96,269.41,Mailed Check,No
Male,No,No,No,2,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,66.09,3155.41,Credit Card (Automatic),No
Male,No,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,22.36,822.44,Bank Transfer (Automatic),No
Male,No,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.6,728.59,Mailed Check,No
Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,78.63,5195.0,Bank Transfer (Automatic),No
Male,Yes,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,111.47,3362.94,Electronic Check,Yes
Female,No,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,87.78,5404.95,Bank Transfer (Automatic),No
Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,92.34,4016.66,Electronic Check,No
Female,No,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,21.96,667.11,Credit Card (Automatic),No
Male,No,No,No,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,66.83,1328.75,Bank Transfer (Automatic),No
Male,No,No,No,26,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,52.74,1672.41,Mailed Check,No
Female,No,Yes,No,71,No,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,78.88,1072.97,Bank Transfer (Automatic),No
Female,No,No,Yes,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,52.31,213.35,Bank Transfer (Automatic),Yes
Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,84.1,4819.36,Electronic Check,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.36,277.56,Credit Card (Automatic),Yes
Male,No,No,Yes,39,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,53.0,3653.41,Bank Transfer (Automatic),No
Male,No,No,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,50.0,71.07,Credit Card (Automatic),Yes
Female,No,No,Yes,34,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,83.56,7891.92,Bank Transfer (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.07,212.65,Credit Card (Automatic),No
Female,Yes,No,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,106.62,170.87,Electronic Check,No
Female,No,No,No,0,Yes,No,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,18.09,9.49,Credit Card (Automatic),Yes
Male,No,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,83.09,4411.58,Electronic Check,Yes
Male,No,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.9,129.34,Credit Card (Automatic),No
Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,22.16,976.59,Credit Card (Automatic),No
Female,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,107.97,5034.48,Electronic Check,Yes
Male,No,Yes,Yes,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,58.17,30.79,Credit Card (Automatic),No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,103.33,1601.21,Electronic Check,Yes
Female,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.58,115.13,Credit Card (Automatic),Yes
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,71.35,223.16,Electronic Check,No
Female,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,33.37,3742.15,Credit Card (Automatic),No
Male,No,No,No,59,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,52.3,42.39,Bank Transfer (Automatic),No
Female,Yes,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,104.35,8534.39,Credit Card (Automatic),No
Female,No,Yes,No,2,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,40.75,1308.75,Credit Card (Automatic),Yes
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,17.61,132.45,Credit Card (Automatic),Yes
Female,No,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,69.05,2634.24,Bank Transfer (Automatic),Yes
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,100.46,782.27,Electronic Check,Yes
Male,No,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,71.35,7625.26,Bank Transfer (Automatic),No
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,89.84,5703.54,Electronic Check,Yes
Male,No,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,47.26,2543.0,Bank Transfer (Automatic),No
Female,No,No,No,0,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,33.69,347.27,Electronic Check,No
Male,No,Yes,Yes,1,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,50.99,138.13,Mailed Check,No
Male,No,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,48.4,154.24,Electronic Check,Yes
Male,No,No,No,37,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,46.13,646.8,Credit Card (Automatic),No
Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,71.35,890.99,Bank Transfer (Automatic),Yes
Male,No,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,71.35,918.22,Credit Card (Automatic),No
Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,22.0,1328.75,Bank Transfer (Automatic),No
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,79.7,1822.67,Electronic Check,Yes
Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,22.82,154.5,Mailed Check,Yes
Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,106.49,3593.92,Electronic Check,Yes
Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.62,1345.97,Credit Card (Automatic),No
Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,110.78,1086.07,Electronic Check,Yes
Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,53.32,1288.42,Electronic Check,Yes
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,60.8,132.63,Credit Card (Automatic),Yes
Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,95.04,2117.14,Bank Transfer (Automatic),Yes
Male,No,No,Yes,0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,48.14,1774.17,Bank Transfer (Automatic),No
Female,Yes,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,119.65,5382.29,Electronic Check,No
Male,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,52.95,41.07,Electronic Check,Yes
Female,No,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,21.38,1437.41,Credit Card (Automatic),No
Male,No,No,No,52,No,No phone service,DSL,No,No,Yes,No,No,No,One year,No,98.44,5606.0,Credit Card (Automatic),Yes
Female,No,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,21.7,2512.15,Credit Card (Automatic),No
Male,No,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.65,182.73,Credit Card (Automatic),No
Male,No,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,92.7,6797.26,Credit Card (Automatic),No
Female,No,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,108.96,636.89,Electronic Check,No
Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,91.06,838.16,Electronic Check,Yes
Male,No,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,74.89,1886.71,Mailed Check,Yes
Female,No,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,52.73,336.93,Mailed Check,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.11,880.33,Credit Card (Automatic),No
Male,No,No,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,69.68,3669.83,Electronic Check,No
Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,99.59,6919.47,Bank Transfer (Automatic),No
Male,Yes,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,51.74,3898.06,Mailed Check,No
